ORDER	SENTENCE	STATUS	WORD	RANK	COUNT	COUNT_REL	INDEX	ID
15001	Wenn es zu lange ist, dann braucht sie die Therapie nie mehr.	Y	therapie	1686	    517	0.0032	249.0833	german_at_news_2012_00940471
15002	Sie sollte ihn in eine Therapie bringen.	Y	therapie	1686	    517	0.0032	348.7143	german_at_news_2012_00814030
15003	Alle anderen hören: Der Michael ist auf Therapie.	Y	therapie	1686	    517	0.0032	419.875	german_at_news_2012_00021188
15004	Warum also soll, was wir hier tun, Therapie heißen?	Y	therapie	1686	    517	0.0032	457.1111	german_at_news_2012_00921490
15005	Durchschnittlich vier Wochen Therapie Im Durchschnitt dauert eine Therapie vier Wochen.	Y	therapie	1686	    517	0.0032	849.25	german_at_news_2012_00397263
15006	Dieses Angebot wird in den nächsten Tagen und Wochen weiter ausgebaut werden.	Y	ausgebaut	1687	    516	0.0032	326.5833	german_at_news_2012_00352917
15007	Dabei soll die generell gute Zusammenarbeit zwischen den beiden Staaten ausgebaut werden.	Y	ausgebaut	1687	    516	0.0032	442.3333	german_at_news_2012_00133960
15008	Im Laufe der letzten Jahre wurde der Betrieb auf sechs Mitarbeiter ausgebaut.	Y	ausgebaut	1687	    516	0.0032	484.7273	german_at_news_2012_00574980
15009	In den kommenden 15 Jahren soll der öffentliche Verkehr kräftig ausgebaut werden.	Y	ausgebaut	1687	    516	0.0032	592.6364	german_at_news_2012_00587441
15010	Die mobile Pflege soll deshalb ausgebaut werden.	Y	ausgebaut	1687	    516	0.0032	712	german_at_news_2012_00327513
15011	Sie selbst haben sich erst in den letzten Jahren mit diesem Thema zu beschäftigen begonnen.	Y	beschäftigen	1687	    516	0.0032	245.8667	german_at_news_2012_00812658
15012	Ich will mich damit gar nicht beschäftigen!“	Y	beschäftigen	1687	    516	0.0032	335.1429	german_at_news_2012_00561813
15013	Die Unternehmer beschäftigen sich mit diesen Gefahren aber immer noch zu wenig.	Y	beschäftigen	1687	    516	0.0032	431.9167	german_at_news_2012_00370379
15014	Das wird uns noch viele Jahre, möglicherweise Jahrzehnte beschäftigen.	Y	beschäftigen	1687	    516	0.0032	571	german_at_news_2012_00205769
15015	Telekom-Beziehungen zur Politik beschäftigen inzwischen die Staatsanwaltschaft.	Y	beschäftigen	1687	    516	0.0032	730.5	german_at_news_2012_00850361
15016	Auf der einen Seite ging es um den Bestand Österreichs, auf der anderen Seite geht es um die Frage der Demokratie.	Y	bestand	1687	    516	0.0032	296.7333	german_at_news_2012_00075622
15017	Eine Beziehung, die schon lange Bestand hat, ist unsere eigene.	Y	bestand	1687	    516	0.0032	408.8	german_at_news_2012_00405484
15018	Nur er hatte auch Interesse am Bestand des Hauses.	Y	bestand	1687	    516	0.0032	467.6667	german_at_news_2012_00734421
15019	Die Politik ist ja auch die Voraussetzung für unseren Bestand.	Y	bestand	1687	    516	0.0032	523.7778	german_at_news_2012_00336019
15020	Es bestand aus drei Worten: eine Million Jobs.	Y	bestand	1687	    516	0.0032	747.25	german_at_news_2012_00452592
15021	Wir haben aber bisher noch keine Einigung über einen neuen Vertrag erzielen können.“	Y	erzielen	1687	    516	0.0032	373	german_at_news_2012_00964705
15022	Im ersten Jahr soll der Standort mit zehn Mitarbeitern einen Umsatz von zwei Millionen Euro erzielen.	Y	erzielen	1687	    516	0.0032	414.0625	german_at_news_2012_00569713
15023	Da werden wir so rasch wie möglich Erfolge erzielen.	Y	erzielen	1687	    516	0.0032	503.6667	german_at_news_2012_00208983
15024	Die gemeinsame Firma soll jährlich etwa 350 Millionen Euro Umsatz erzielen.	Y	erzielen	1687	    516	0.0032	610	german_at_news_2012_00306594
15025	Wir wollten es ermöglichen, eine gemeinsame Lösung zu erzielen.	Y	erzielen	1687	    516	0.0032	639.3333	german_at_news_2012_00973265
15026	Frank kommt in diese Stadt, in der er niemand kennt.	Y	frank	1687	    516	0.0032	440.7778	german_at_news_2012_00486672
15027	Es liegt aber auch an diesem Buch, dass so viel geredet wird, denn hier erleben wir Frank kaum jemals allein.	Y	frank	1687	    516	0.0032	461.35	german_at_news_2012_00465178
15028	Frank: Ein Mensch wie ich, der die Dinge sehr kritisch beobachtet, wird immer einige Menschen verletzen – ob er will oder nicht.	Y	frank	1687	    516	0.0032	479.0952	german_at_news_2012_00486625
15029	Frank: Das hat mit der Performance zu tun.	Y	frank	1687	    516	0.0032	480.25	german_at_news_2012_00486621
15030	Dieses Mal ist es Frank Stronach, der spekuliert und über den spekuliert wird.	Y	frank	1687	    516	0.0032	490.25	german_at_news_2012_00354290
15031	Es handle sich dabei nicht um Menschen, die etwas gegen die Gewerkschaft haben.	Y	handle	1687	    516	0.0032	320.25	german_at_news_2012_00459179
15032	Immerhin handle es sich um ein Projekt in Höhe von vier Milliarden Euro.	Y	handle	1687	    516	0.0032	331.5385	german_at_news_2012_00575992
15033	Druck aus der Partei für seinen Rücktritt habe es „nie“ gegeben, es handle sich um seine Entscheidung, betonte Schüssel.	Y	handle	1687	    516	0.0032	377.1667	german_at_news_2012_00393981
