ORDER	SENTENCE	WORD	RANK	COUNT	COUNT_REL	INDEX	ID
13001	Auch das Spiel von Jones hatte seine Zeit.	jones	2109	    1,737	0.0037	328.125	german_de_news_2014_00069098
13002	Jones: «Ich kann mir nicht vorstellen, dass die Schweiz dies alles in Frage stellen will.»	jones	2109	    1,737	0.0037	347.8667	german_de_news_2013_00648336
13003	Aber ich war der einzige“, so Jones.	jones	2109	    1,737	0.0037	441.1429	german_de_news_2014_00013908
13004	Jones: Das hat einen anderen Grund.	jones	2109	    1,737	0.0037	455.3333	german_de_news_2013_00648330
13005	Der Dow Jones hatte zuvor 1000 Punkte verloren, so viel wie noch nie.	jones	2109	    1,737	0.0037	536.5833	german_de_news_2015_00242688
13006	Bleibt die Frage: Warum klicken Sie so einen Artikel an?	klicken	2110	    1,734	0.0037	340.4	german_de_news_2013_00128199
13007	Klicken Sie hier für weitere Informationen.	klicken	2110	    1,734	0.0037	468.6667	german_de_news_2015_00621041
13008	Klicken Sie in den Film zu unserem ersten Besuch Anfang Mai..	klicken	2110	    1,734	0.0037	553	german_de_news_2014_00627242
13009	Klicken Sie hier für mehr Infos und den Download Sie wollen FOCUS-Online-Experte werden?	klicken	2110	    1,734	0.0037	664.9286	german_de_news_2015_00621028
13010	Viele schöne Fotos, gleich hier klicken: »	klicken	2110	    1,734	0.0037	914.5	german_de_news_2013_00896881
13011	Ich weiß nicht, ob es noch Leute gibt, die das verstehen“, kritisierte er.	kritisierte	2110	    1,734	0.0037	349.4615	german_de_news_2015_00552057
13012	Das ist viel zu wenig“, kritisierte der BMW-Chef.	kritisierte	2110	    1,734	0.0037	444.4444	german_de_news_2013_00188553
13013	Er kritisierte zudem das Vorgehen der Euro-Gruppe.	kritisierte	2110	    1,734	0.0037	549.125	german_de_news_2013_00469910
13014	Gabriel kritisierte das Vorgehen der Türkei in der Syrien-Krise.	kritisierte	2110	    1,734	0.0037	822.1111	german_de_news_2015_00503886
13015	Zudem werde nicht ausreichend in öffentliche Forschung investiert, kritisierte «Ärzte ohne Grenzen».	kritisierte	2110	    1,734	0.0037	1061.0833	german_de_news_2015_00945162
13016	Ob er allerdings schon ein Thema für das Spiel am Samstag ist, müssen wir kurzfristig entscheiden.	kurzfristig	2111	    1,733	0.0037	277.9375	german_de_news_2013_00751897
13017	Das kann ein guter Weg sein, um kurzfristig das Wachstum zu unterstützen“, sagte sie.	kurzfristig	2111	    1,733	0.0037	465.3077	german_de_news_2014_00187103
13018	Der neue Termin wird dann kurzfristig in der Presse und online bekannt gegeben.	kurzfristig	2111	    1,733	0.0037	542.6667	german_de_news_2013_00271384
13019	Wollen Sie auch kurzfristig Maßnahmen setzen?	kurzfristig	2111	    1,733	0.0037	701	german_de_news_2014_00943190
