ORDER	SENTENCE	WORD	RANK	COUNT	COUNT_REL	INDEX	ID
14001	Das sind zwei Prozent weniger als 2014, aber vier Prozent mehr als im Durchschnitt der letzten sechs Jahre.	durchschnitt	2213	    1,604	0.0034	239	german_de_news_2015_00200897
14002	Und wie viel Geld werden die Betroffenen im Durchschnitt weniger bekommen?	durchschnitt	2213	    1,604	0.0034	400.3636	german_de_news_2015_00844463
14003	Im internationalen Vergleich bewegt sich die Schweiz aber immer noch über dem Durchschnitt.	durchschnitt	2213	    1,604	0.0034	469	german_de_news_2014_00568199
14004	Das ist doppelt so viel wie im EU-Durchschnitt.	durchschnitt	2213	    1,604	0.0034	533.7778	german_de_news_2014_00183404
14005	«Kein anderer Kanton ist näher beim Durchschnitt als der Kanton Bern.»	durchschnitt	2213	    1,604	0.0034	809.8	german_de_news_2013_00653014
14006	Dann schaut sich der Helmut das an und sagt: „Ja, ja, das ist gut!	helmut	2214	    1,603	0.0034	407.4167	german_de_news_2013_00160754
14007	Das hätte ich von Helmut nie erwartet.	helmut	2214	    1,603	0.0034	466.2857	german_de_news_2015_00179012
14008	Das ist einfach so, hat Helmut Schmidt gesagt.	helmut	2214	    1,603	0.0034	584.75	german_de_news_2014_00183954
14009	Helmut Schmidt geht es offenbar wieder besser.	helmut	2214	    1,603	0.0034	658.1429	german_de_news_2015_00529132
14010	Helmut Schmidt „Gott sei Dank, es ist vorbei!	helmut	2214	    1,603	0.0034	917.75	german_de_news_2015_00529133
14011	Die sind nicht erst in diesem Jahr eingeführt worden.	eingeführt	2215	    1,602	0.0034	305.7778	german_de_news_2015_00362225
14012	Denn wenn der Zoll in Deutschland Waren findet, die nicht eingeführt werden dürfen, kann das teuer werden.	eingeführt	2215	    1,602	0.0034	422.4375	german_de_news_2013_00235418
14013	Im März dieses Jahres waren den Angaben zufolge ganze 125 Tonnen eingeführt worden.	eingeführt	2215	    1,602	0.0034	533.4167	german_de_news_2015_00565122
14014	Das heisst, dass diese Steuer durchaus in einer anderen Form eingeführt werden kann.	eingeführt	2215	    1,602	0.0034	598.9231	german_de_news_2014_00180315
14015	Die CDU alleine hätte diesen niemals eingeführt.	eingeführt	2215	    1,602	0.0034	945.7143	german_de_news_2014_00301326
14016	Wir stellen Ihnen drei Alternativen vor, die es in sich haben.	alternativen	2216	    1,601	0.0034	280	german_de_news_2013_00968018
14017	Und er sei richtig, weil es Alternativen gebe.	alternativen	2216	    1,601	0.0034	450.375	german_de_news_2013_00872400
14018	Weshalb sich auf den Seiten die Frage nach den Alternativen stellt.	alternativen	2216	    1,601	0.0034	563.1	german_de_news_2013_00947036
14019	In einer solchen Situation haben linke Alternativen keine guten Chancen.	alternativen	2216	    1,601	0.0034	672.4	german_de_news_2015_00587806
14020	Bahn und Bund müssten andere Alternativen prüfen.	alternativen	2216	    1,601	0.0034	948.8571	german_de_news_2013_00095126
14021	Je besser es den Menschen geht, desto weniger Kinder haben sie.	desto	2216	    1,601	0.0034	333.5455	german_de_news_2013_00641362
14022	Je mehr Wohnungen, desto mehr Menschen in der Stadt und desto mehr Autos auf den Straßen.	desto	2216	    1,601	0.0034	509.3846	german_de_news_2014_00613981
14023	Je länger wir warten würden, desto schwerer wäre es für uns alle.	desto	2216	    1,601	0.0034	598.6667	german_de_news_2014_00613833
14024	Je höher die Zahl, desto höher der Gewinn.	desto	2216	    1,601	0.0034	745.2857	german_de_news_2013_00643773
14025	Je mehr ArbeitGEBER, desto MEHR Arbeitsplätze.	desto	2216	    1,601	0.0034	1294.2	german_de_news_2014_00613904
14026	Vor allem, wenn die es auch noch drauf haben.	drauf	2217	    1,600	0.0034	287	german_de_news_2015_00873264
14027	Aber ich bin gut drauf und ich freue mich schon, dass es los geht.	drauf	2217	    1,600	0.0034	463.9231	german_de_news_2013_00015069
14028	Ein Konto ist wichtig, macht aber nur Sinn, wenn auch etwas „drauf“ ist.	drauf	2217	    1,600	0.0034	555.3333	german_de_news_2015_00423832
14029	Wer nichts weiß und nichts wissen will, zahlt drauf.	drauf	2217	    1,600	0.0034	675	german_de_news_2014_00916477
14030	Trotzdem zahlt der Staat kräftig drauf.	drauf	2217	    1,600	0.0034	1256.3333	german_de_news_2013_00853827
14031	Es geht um Menschen, die wegen Krankheit nicht mehr arbeiten können.	krankheit	2217	    1,600	0.0034	290.2727	german_de_news_2013_00484987
14032	Dennoch ging er die Krankheit aktiv an: «Ich wollte kein Opfer sein.»	krankheit	2217	    1,600	0.0034	466	german_de_news_2015_00227555
14033	Unklar ist, um welche Krankheit es sich handelt.	krankheit	2217	    1,600	0.0034	551	german_de_news_2014_00855549
14034	Insgesamt waren bislang 119 Fälle der Krankheit bekannt.	krankheit	2217	    1,600	0.0034	686.4286	german_de_news_2014_00601705
14035	Manchmal steckt auch eine Krankheit dahinter.	krankheit	2217	    1,600	0.0034	1141.5	german_de_news_2013_00679988
14036	Das liege daran, dass sie immer wieder mit der Sprache zu tun hatte.	liege	2217	    1,600	0.0034	374.3077	german_de_news_2015_00189425
14037	In Berlin liege sie künftig bei sechs.	liege	2217	    1,600	0.0034	477.4286	german_de_news_2013_00606562
14038	Es liege im Interesse des Unternehmens, dem Kunden eine Rechnung zu stellen.	liege	2217	    1,600	0.0034	595.6667	german_de_news_2014_00470271
14039	Das Ergebnis liege im Rahmen der Erwartungen.	liege	2217	    1,600	0.0034	707.7143	german_de_news_2014_00172595
14040	Der Focus liege auf der Ausbildung der Jugend.	liege	2217	    1,600	0.0034	1132.8333	german_de_news_2013_00256220
14041	Aber was ist denn dann der Inhalt, wenn nicht die Personen, um die es geht?	inhalt	2218	    1,599	0.0034	235.7857	german_de_news_2014_00017066
14042	Der neue Inhalt steht dann zur Verfügung.	inhalt	2218	    1,599	0.0034	457.8571	german_de_news_2014_00261536
14043	Dieser werde den Inhalt über die Medien erfahren.	inhalt	2218	    1,599	0.0034	543.5	german_de_news_2014_00360025
14044	Zu Anlass und Inhalt machte der Sprecher keine Angaben.	inhalt	2218	    1,599	0.0034	653	german_de_news_2013_00979035
14045	Für Text und Inhalt ist ausschließlich die Börsen-Zeitung verantwortlich.	inhalt	2218	    1,599	0.0034	889.4	german_de_news_2014_00507564
14046	Das ist auch immer wieder das Ergebnis von Studien.	studien	2218	    1,599	0.0034	369.25	german_de_news_2013_00184549
14047	Das Ergebnis muss durch weitere Studien bestätigt werden.	studien	2218	    1,599	0.0034	494.75	german_de_news_2013_00174068
14048	Auch die Grünen geben Studien in Auftrag.	studien	2218	    1,599	0.0034	635.8571	german_de_news_2014_00071195
14049	Mich erinnern diese Studien stark an früher.	studien	2218	    1,599	0.0034	791	german_de_news_2013_00693774
14050	Nicht jeden Forscher überzeugen diese Studien.	studien	2218	    1,599	0.0034	985.3333	german_de_news_2014_00705464
14051	Das geht sich auf Dauer mit mehr Menschen nicht aus.	dauer	2219	    1,598	0.0034	257	german_de_news_2015_00175243
14052	Muss auf Dauer aber wirklich nicht sein.	dauer	2219	    1,598	0.0034	393.1429	german_de_news_2013_00714279
14053	Die Schweiz, sagt sie, werde auf Dauer eher nicht die dritte Heimat werden.	dauer	2219	    1,598	0.0034	479.3333	german_de_news_2013_00370842
14054	Die Polizei könne dieses Problem auf Dauer nicht lösen.	dauer	2219	    1,598	0.0034	580	german_de_news_2015_00342166
14055	Die Dauer der Förderung könne auf 15 Jahre verlängert werden.	dauer	2219	    1,598	0.0034	789.2222	german_de_news_2014_00302644
14056	Das Foto zeigt Jens vor zehn Jahren in seinem Haus.	jens	2220	    1,597	0.0034	385.7	german_de_news_2013_00176052
14057	Mit Jens Keller die Saison zu Ende zu spielen wäre richtig.	jens	2220	    1,597	0.0034	553.7	german_de_news_2014_00676314
14058	Ob er sich auf Weihnachten freue, wurde Jens Keller gefragt und was es zu essen gebe.	jens	2220	    1,597	0.0034	728.3125	german_de_news_2013_00752217
14059	Man hätte Jens Keller weiter vertrauen müssen.	jens	2220	    1,597	0.0034	849.8571	german_de_news_2014_00651621
14060	Nachfolger Jens Keller (bislang Coach de.	jens	2220	    1,597	0.0034	1215.5	german_de_news_2013_00724544
14061	Was muss ich also tun, dass die Leute mit dem Herzen dabei sind?	herzen	2221	    1,595	0.0034	276.6154	german_de_news_2013_00923336
14062	Er kam langsam auf mich zu, und ich sah, dass ihm etwas auf dem Herzen lag.	herzen	2221	    1,595	0.0034	422	german_de_news_2015_00442064
14063	»Sie folgt einfach ihrem Herzen«, heißt es über Merkel an einer Stelle.	herzen	2221	    1,595	0.0034	490.5	german_de_news_2015_00768113
14064	Man wächst mit diesem Verein im Herzen auf», sagt Lang.	herzen	2221	    1,595	0.0034	564.6	german_de_news_2015_00648354
14065	Wir sitzen mitten im Herzen von Europa.	herzen	2221	    1,595	0.0034	837.1429	german_de_news_2013_00967674
14066	Unter dem Strich stehen aber immer noch 403 Millionen Euro.	strich	2222	    1,594	0.0034	317.8889	german_de_news_2013_00886864
14067	Es kam nur noch ein Mini-Gewinn von unter dem Strich 181 Millionen Dollar heraus.	strich	2222	    1,594	0.0034	486.5	german_de_news_2014_00469316
14068	Das Buch hat den Strich über die Grenzen Deutschlands hinaus bekannt gemacht.	strich	2222	    1,594	0.0034	566.25	german_de_news_2015_00168522
14069	Der Gewinn unter dem Strich legte sogar überraschend zu.	strich	2222	    1,594	0.0034	670.4444	german_de_news_2014_00250651
14070	Ein Schuss wie ein Strich.	strich	2222	    1,594	0.0034	1109	german_de_news_2015_00427006
14071	Wie kommt ihr denn alle darauf, dass der Typ keine Antwort bekommen hat.	typ	2222	    1,594	0.0034	304.2308	german_de_news_2013_00953432
14072	Ich weiss nicht, dazu ist er eigentlich nicht der Typ spieler.	typ	2222	    1,594	0.0034	492.4	german_de_news_2013_00582450
14073	Er ist nicht mein Typ. Oder irgendwie doch.	typ	2222	    1,594	0.0034	569.625	german_de_news_2014_00446319
14074	Das Bild mag vielen gefallen, der Typ dahinter gehört aber dazu.	typ	2222	    1,594	0.0034	683.3636	german_de_news_2013_00169898
14075	Was passt zu meinem Typ?	typ	2222	    1,594	0.0034	1053.6	german_de_news_2014_00896229
14076	Das hatte dieser allerdings auch nicht behauptet.	behauptet	2223	    1,593	0.0034	365.1429	german_de_news_2013_00181588
14077	Das habe man „schon immer so“ gefordert“, behauptet er.	behauptet	2223	    1,593	0.0034	450	german_de_news_2014_00178617
14078	Das behauptet nun zumindest der Hersteller.	behauptet	2223	    1,593	0.0034	578.1667	german_de_news_2013_00168579
14079	Antwort schreiben weitere Kommentare (10) Ständig wird behauptet, der Kampf gegen Terroristen sei Krieg.	behauptet	2223	    1,593	0.0034	695.7692	german_de_news_2015_00061610
14080	Hatte das vorher jemand behauptet?	behauptet	2223	    1,593	0.0034	879.2	german_de_news_2014_00532353
14081	Und jetzt will gerade der auf „digital“?	digital	2223	    1,593	0.0034	380	german_de_news_2014_00847816
14082	Mit der Kleinen DIGITAL sind Sie am Ball!	digital	2223	    1,593	0.0034	478.625	german_de_news_2014_00672219
14083	Der Film soll allerdings irgendwann später auch über andere Digital-Dienste verfügbar gemacht werden.	digital	2223	    1,593	0.0034	626.1429	german_de_news_2015_00247176
14084	In den letzten zehn Jahren lag sein Fokus auf Digital Media und Technologie.	digital	2223	    1,593	0.0034	669.5385	german_de_news_2014_00582180
14085	Alles ist alles, sämtliche Medien sind digital.	digital	2223	    1,593	0.0034	815	german_de_news_2013_00031331
14086	Da sieht man auch, wie schnell der „österreichische Film“ auch wieder weg ist.	österreichische	2223	    1,593	0.0034	327.5	german_de_news_2013_00183251
14087	Ja es gibt dort auch österreichische Firmen und es gibt eine österreichische Botschaft.	österreichische	2223	    1,593	0.0034	530.8	german_de_news_2013_00639664
14088	Die österreichische Polizei erwartet für Montag erneut Tausende von Flüchtlingen aus Ungarn.	österreichische	2223	    1,593	0.0034	719.8333	german_de_news_2015_00339823
14089	Das österreichische Team hat Gold verdient.	österreichische	2223	    1,593	0.0034	793	german_de_news_2013_00196618
14090	Österreichische Käufer haben sich nicht gemeldet.	österreichische	2223	    1,593	0.0034	1071.6667	german_de_news_2014_00729284
14091	Aber wir müssen unsere Spieler immer auf den Positionen bringen, wo sie am besten sind.	positionen	2223	    1,593	0.0034	289.2667	german_de_news_2014_00018012
14092	Da geht der Überblick verloren und das gilt etwa auch für die Positionen der einzelnen Spieler.	positionen	2223	    1,593	0.0034	422.9333	german_de_news_2014_00147292
14093	Am Nachmittag haben wir ein paar Positionen verloren, dafür aber einen Platz in den Top 15 behauptet.	positionen	2223	    1,593	0.0034	512.3125	german_de_news_2013_00048581
14094	Dazu haben auch die Grünen klare Positionen.	positionen	2223	    1,593	0.0034	667	german_de_news_2015_00216226
14095	Vorher war der Österreicher in verschiedenen Positionen bei Red Bull tätig.	positionen	2223	    1,593	0.0034	977.2727	german_de_news_2013_00910387
14096	Und das sollte im 21. Jahrhundert doch nicht mehr sein!	jahrhundert	2224	    1,592	0.0034	289.8889	german_de_news_2013_00868664
14097	Und dann fiel einem wieder ein, dass man ja nicht im Film, sondern im 21. Jahrhundert lebt.	jahrhundert	2224	    1,592	0.0034	387.3333	german_de_news_2015_00830615
14098	Dort muss es um Ideen für das 22. Jahrhundert gehen.	jahrhundert	2224	    1,592	0.0034	493.7778	german_de_news_2014_00399410
14099	Italien hatte im 6. Jahrhundert etwa fünf bis sechs Millionen Einwohner.	jahrhundert	2224	    1,592	0.0034	606.2	german_de_news_2015_00603405
14100	Die Häuser entstanden im 17. Jahrhundert.	jahrhundert	2224	    1,592	0.0034	1195	german_de_news_2013_00337961
14101	Doch nach dem 31. August habe sich kein Mitarbeiter des Konzerns mehr sehen lassen.	konzerns	2224	    1,592	0.0034	307.2308	german_de_news_2015_00391698
14102	Mehr als die Hälfte der Investitionen des Konzerns gingen von April bis Juni 2014 in dieses Projekt.	konzerns	2224	    1,592	0.0034	474.75	german_de_news_2014_00658536
