ORDER	SENTENCE	WORD	RANK	COUNT	COUNT_REL	INDEX	ID
22001	Wien ist ein starker Verein, einer der besten in ganz Europa.	starker	2783	      982	0.0021	458.5455	german_de_news_2014_00924892
22002	So starker Wind wie im Osten wird dort nicht erwartet.	starker	2783	      982	0.0021	667.7	german_de_news_2015_00793016
22003	Seitdem gilt der Ministerpräsident als neuer starker Mann in Kiew.	starker	2783	      982	0.0021	867.3	german_de_news_2014_00768636
22004	Starker Wind kann einen Baum zu Fall bringen.	starker	2783	      982	0.0021	1007	german_de_news_2013_00839152
22005	«Sven ist ein technisch starker Spieler mit viel Übersicht.	starker	2783	      982	0.0021	1203.5556	german_de_news_2013_00844899
22006	Der „Labor Day“ findet in den USA am ersten Montag im September statt.	day	2784	      981	0.0021	587.5385	german_de_news_2013_00266339
22007	Es werde mehrere Gäste des Festakts zum D-Day geben, und er werde keinem von ihnen aus dem Weg gehen.	day	2784	      981	0.0021	628.5789	german_de_news_2014_00475854
22008	Man darf aber auch davon ausgehen, dass bei Sony-Entertainment eine entsprechend große Menge Geld in die Hand genommen wird und daher auch genügen Mitarbeiter an dem Spiel arbeiten (anders als bei Day-Z).	day	2784	      981	0.0021	659.7188	german_de_news_2014_00650658
22009	NEU Prime Day: Angebote nur für Prime-Kunden am 15. Juli Am 15. Juli findet zum ersten Mal der Amazon Prime Day statt.	day	2784	      981	0.0021	675.75	german_de_news_2015_00695758
22010	In der kommenden Woche, am 4. Mai, ist wieder Star Wars-Day.	day	2784	      981	0.0021	676.9091	german_de_news_2015_00580397
22011	Natürlich sei das eine erhebliche Gefahr für Europa, betont die EU-Kommission.	erhebliche	2784	      981	0.0021	539	german_de_news_2014_00698371
22012	Auch innerhalb der Bundesregierung gibt es erhebliche Zweifel.	erhebliche	2784	      981	0.0021	750.5	german_de_news_2015_00076238
22013	Doch es gibt erhebliche Zweifel.	erhebliche	2784	      981	0.0021	896	german_de_news_2014_00392804
22014	Einer der Täter erlitt dabei erhebliche Verletzungen im Gesicht.	erhebliche	2784	      981	0.0021	999.7778	german_de_news_2014_00419208
22015	An den Autos entstanden erhebliche Schäden.	erhebliche	2784	      981	0.0021	1245.5	german_de_news_2013_00052114
22016	Denn das Land, das mit den meisten Restaurants vertreten ist, sind die USA.	restaurants	2784	      981	0.0021	441.5	german_de_news_2014_00224870
22017	Der Konzern plant in den nächsten Wochen die Eröffnung seines zweiten Restaurants in New York.	restaurants	2784	      981	0.0021	710.3571	german_de_news_2014_00256569
22018	Man sieht kaum Autos, keine Restaurants, keine Geschäfte.	restaurants	2784	      981	0.0021	850.5714	german_de_news_2013_00683895
22019	Lohnt sich die App eines einzelnen Restaurants?	restaurants	2784	      981	0.0021	1014.8571	german_de_news_2015_00640422
22020	Besuchen Sie auch japanische Restaurants?	restaurants	2784	      981	0.0021	1522.8	german_de_news_2015_00118157
22021	Und die kann sich auch noch darauf verlassen, dass die Hunde das gar nicht anders wollen.	hunde	2785	      980	0.0021	325.4	german_de_news_2015_00833786
22022	Vielleicht wird der Euro gerettet werden, aber Europa und die Eurozone werden dabei langsam vor die Hunde gehen.	hunde	2785	      980	0.0021	612.5	german_de_news_2014_00871558
22023	So gehen Freiheit und Demokratie immer vor die Hunde.	hunde	2785	      980	0.0021	696.6667	german_de_news_2015_00784490
22024	Mit Rot/Schwarz geht Österreich sowieso vor die Hunde!	hunde	2785	      980	0.0021	845.4444	german_de_news_2013_00706839
22025	Können Hunde das Virus übertragen?	hunde	2785	      980	0.0021	1429.2	german_de_news_2014_00631627
