ORDER	SENTENCE	WORD	RANK	COUNT	COUNT_REL	INDEX	ID
6001	Was gibt es aus dem Jahr 2014 zu berichten?	berichten	1140	    3,694	0.0079	180.375	german_de_news_2014_00894123
6002	Vielleicht wurde deshalb nicht darüber berichtet, weil es nichts zu berichten gab?	berichten	1140	    3,694	0.0079	265.6667	german_de_news_2013_00899054
6003	Da der Prozess läuft, denken viele, dass es nichts mehr zu berichten gibt.	berichten	1140	    3,694	0.0079	327.6154	german_de_news_2013_00143527
6004	Focus, bitte nicht mehr über so etwas berichten!	berichten	1140	    3,694	0.0079	386.625	german_de_news_2015_00483615
6005	Wir berichten für euch live!	berichten	1140	    3,694	0.0079	618.2	german_de_news_2013_00958961
6006	Das ist zwar nicht viel, man kann es aber auch positiv sehen.	positiv	1141	    3,692	0.0079	157.9167	german_de_news_2013_00188866
6007	Ich bin für heute nicht positiv.	positiv	1141	    3,692	0.0079	265	german_de_news_2013_00569584
6008	Das war natürlich sehr positiv.	positiv	1141	    3,692	0.0079	313	german_de_news_2014_00210430
6009	Diese Folge ist also positiv.	positiv	1141	    3,692	0.0079	399	german_de_news_2015_00351723
6010	Daher: Versuchen Sie, positiv zu denken!	positiv	1141	    3,692	0.0079	608.6667	german_de_news_2015_00148007
6011	Was jetzt natürlich nicht heißt, dass man rechts ist.	rechts	1141	    3,692	0.0079	226.2222	german_de_news_2015_00887066
6012	Dass es gar zu einer Mehrheit rechts der Mitte kommt?	rechts	1141	    3,692	0.0079	316.3	german_de_news_2015_00199507
6013	Es gibt immer rechts und links.	rechts	1141	    3,692	0.0079	370	german_de_news_2014_00462710
6014	Sind wir zu links, sind wir zu rechts?	rechts	1141	    3,692	0.0079	427.8	german_de_news_2015_00780900
6015	Einmal rechts hinaus, einmal links hinaus.	rechts	1141	    3,692	0.0079	733.75	german_de_news_2015_00424553
6016	Und selbst wenn es gar nicht immer so ist, sind doch alle fest davon überzeugt.	überzeugt	1142	    3,687	0.0079	172.3333	german_de_news_2013_00878158
6017	Er ist überzeugt, dass hier viel Druck mit ihm Spiel ist.	überzeugt	1142	    3,687	0.0079	243.6	german_de_news_2014_00446493
6018	Ich bin überzeugt, dass er stark spielen wird.	überzeugt	1142	    3,687	0.0079	281.125	german_de_news_2015_00542168
6019	Das 6er iPhone hat mich nicht überzeugt.	überzeugt	1142	    3,687	0.0079	338.1429	german_de_news_2014_00164961
6020	Das Gericht scheint nicht überzeugt.	überzeugt	1142	    3,687	0.0079	484.8	german_de_news_2014_00176853
6021	Sie sind ein Deutscher, der vor über einem Jahr von Paris nach Wien gekommen ist.	deutscher	1143	    3,683	0.0079	220	german_de_news_2015_00775166
6022	Der ist vor 30 Jahren Deutscher geworden.	deutscher	1143	    3,683	0.0079	298.5	german_de_news_2013_00262945
6023	So will kein Deutscher leben.	deutscher	1143	    3,683	0.0079	324.4	german_de_news_2015_00794762
6024	Wahrscheinlich nicht so sehr von deutscher Seite.	deutscher	1143	    3,683	0.0079	378.4286	german_de_news_2013_00915184
6025	Ein deutscher Anbieter könnte betroffen gewesen sein.	deutscher	1143	    3,683	0.0079	519.7143	german_de_news_2015_00407993
6026	Dass die Mittel nicht mehr werden, muss uns klar sein.	mittel	1144	    3,682	0.0079	185.3	german_de_news_2014_00198761
6027	Auch wurden seit über 40 Jahren keine neuen Mittel mehr entwickelt.	mittel	1144	    3,682	0.0079	254.3	german_de_news_2015_00080317
6028	Da sind alle Mittel recht.	mittel	1144	    3,682	0.0079	342.8	german_de_news_2013_00183459
6029	Hat die EZB keine anderen Mittel?	mittel	1144	    3,682	0.0079	374.8333	german_de_news_2015_00526714
6030	damit die Mittel, persönliche Hilfe	mittel	1144	    3,682	0.0079	582.6	german_de_news_2014_00151438
6031	Alles Gute der Familie in dieser für sie sicher schweren Zeit.	schweren	1145	    3,679	0.0079	244.2727	german_de_news_2014_00030822
6032	Auch ist nun klar, wie es zu dem schweren Unfall gekommen ist.	schweren	1145	    3,679	0.0079	284.6364	german_de_news_2014_00075868
6033	Warum also überhaupt über die letzten, schweren Jahre sprechen?	schweren	1145	    3,679	0.0079	375.1111	german_de_news_2014_00890894
6034	Apple hat in insbesondere in China einen schweren Stand im Markt.	schweren	1145	    3,679	0.0079	378.2	german_de_news_2013_00062481
6035	Wir erwarten einen schweren Januar mit acht Spielen.	schweren	1145	    3,679	0.0079	421.75	german_de_news_2014_00930259
6036	COM - Ab und an passiert es allerdings doch und manchmal trifft es dann sogar alle Aktien einer Branche.	com	1146	    3,678	0.0078	408.8125	german_de_news_2013_00137142
6037	COM Das Foto allein wäre schon ein Stich gegen ihren Ex-Mann und ihre Ex-Freundin – aber das ist noch nicht alles.	com	1146	    3,678	0.0078	437.1	german_de_news_2015_00136397
6038	In den ersten neun Monaten dieses Jahres verdiente Match.com rund 85 Millionen US-Dollar – fast 15 Prozent weniger als ein Jahr zuvor.	com	1146	    3,678	0.0078	498.1905	german_de_news_2015_00575978
6039	Mit www.forenlinks.com bieten wir seit einer der Erste am deutschen Markt Forenlinks an und haben daher extrem viel Erfahrung in diesem Bereich.	com	1146	    3,678	0.0078	504.5217	german_de_news_2014_00680216
6040	Das macht keinen Spaß und deshalb gibt es so etwas bei GOG.com nicht.	com	1146	    3,678	0.0078	509.4286	german_de_news_2015_00190035
6041	Ist das dann auch noch Service oder schon Politik?	service	1147	    3,677	0.0078	200.8889	german_de_news_2013_00637294
6042	Das muss oft sehr schnell gehen, da kann ich nicht auf den Service warten.	service	1147	    3,677	0.0078	236.2143	german_de_news_2015_00191668
6043	Diese Software war doch nur ein Service.	service	1147	    3,677	0.0078	301.5714	german_de_news_2013_00379689
