ORDER	SENTENCE	WORD	RANK	COUNT	COUNT_REL	INDEX	ID
2001	So, und nicht anders, ist es!	anders	399	   10,567	0.0226	81.1667	german_de_news_2013_00832146
2002	Der 42-Jährige kann aber auch ganz anders.	anders	399	   10,567	0.0226	119.8571	german_de_news_2013_00239075
2003	Oder sehen Sie das anders?	anders	399	   10,567	0.0226	140.6	german_de_news_2014_00722945
2004	Sie selbst sieht das anders.	anders	399	   10,567	0.0226	160.4	german_de_news_2013_00813254
2005	Fast wäre es ganz anders bekommen.	anders	399	   10,567	0.0226	223.8333	german_de_news_2014_00483181
2006	Das ist für mich wie ein Sieg.	sieg	400	   10,562	0.0225	92.7143	german_de_news_2014_00184485
2007	Wir haben nur ein Ziel: den Sieg!	sieg	400	   10,562	0.0225	131.1429	german_de_news_2013_00962825
2008	Der Sieg steht über allem!»	sieg	400	   10,562	0.0225	151.6	german_de_news_2015_00267312
2009	Ich wollte den Sieg auch.	sieg	400	   10,562	0.0225	161.6	german_de_news_2013_00583502
2010	Erst ein Sieg aus fünf Spielen, nur fünf Punkte.	sieg	400	   10,562	0.0225	195	german_de_news_2014_00452314
2011	Aber was es war, weiß ich nicht mehr.	weiß	401	   10,504	0.0224	84.375	german_de_news_2014_00017031
2012	Dass ich DAS alles noch weiß!	weiß	401	   10,504	0.0224	111.8333	german_de_news_2014_00200501
2013	Das alles weiß man seit Jahren.	weiß	401	   10,504	0.0224	131	german_de_news_2013_00166576
2014	Natürlich weiß ich heute besser als damals, was ich machen muss und was nicht.	weiß	401	   10,504	0.0224	152.75	german_de_news_2013_00730376
2015	Am Anfang heißt's: Geht nicht, weiß nicht.	weiß	401	   10,504	0.0224	212.1429	german_de_news_2014_00041583
2016	Aber so weit ist es noch nicht.	weit	402	   10,438	0.0223	80	german_de_news_2015_00017170
2017	Jetzt ist es so weit.	weit	402	   10,438	0.0223	112.8	german_de_news_2015_00609899
2018	Zudem ist es nicht weit.	weit	402	   10,438	0.0223	129.2	german_de_news_2013_00980555
2019	Wie weit weg ist man denn davon?	weit	402	   10,438	0.0223	150.8571	german_de_news_2013_00957261
2020	BILD: Wie weit darf man man gehen?	weit	402	   10,438	0.0223	223.1667	german_de_news_2015_00121591
2021	Das an sich ist nicht das Problem.	problem	403	   10,400	0.0222	79	german_de_news_2015_00165337
2022	Aber das ist kein Problem.	problem	403	   10,400	0.0222	120.2	german_de_news_2014_00010338
2023	Das wissen wir, das ist ein Problem.	problem	403	   10,400	0.0222	138.6667	german_de_news_2013_00216568
2024	Für andere ist das Problem noch weit weg.	problem	403	   10,400	0.0222	157.75	german_de_news_2015_00493791
2025	Wo genau liegt Ihr Problem?	problem	403	   10,400	0.0222	251.2	german_de_news_2015_00934939
2026	Es muss also nicht immer ein Facebook sein.	facebook	404	   10,399	0.0222	106.375	german_de_news_2013_00494987
2027	Was ist denn das Facebook?	facebook	404	   10,399	0.0222	120	german_de_news_2014_00895068
2028	Und natürlich auch bei Facebook.	facebook	404	   10,399	0.0222	144	german_de_news_2013_00876663
2029	Das ist bei Facebook allerdings anders.	facebook	404	   10,399	0.0222	163	german_de_news_2013_00184664
2030	Dies gab die 27-Jährige auf ihrer Facebook-Seite bekannt.	facebook	404	   10,399	0.0222	198.4444	german_de_news_2015_00361151
2031	Ich kann Ihnen nicht sagen, was wäre, wenn“, erklärte sie.	erklärte	405	   10,394	0.0222	144.2	german_de_news_2013_00578021
2032	So, wie in der vergangenen Saison», erklärte der 34-Jährige.	erklärte	405	   10,394	0.0222	147.25	german_de_news_2015_00794623
2033	Das erklärte die Polizei am Dienstag.	erklärte	405	   10,394	0.0222	157.5	german_de_news_2014_00172864
2034	Ich weiß es einfach nicht“, erklärte sie.	erklärte	405	   10,394	0.0222	158.2857	german_de_news_2015_00551951
2035	Das ist der Grund”, erklärte der 63-Jährige.	erklärte	405	   10,394	0.0222	168.6667	german_de_news_2015_00182069
2036	Zu halten ist er aber nicht.	halten	406	   10,374	0.0221	83.6667	german_de_news_2014_00955303
2037	Wer kann da schon an sich halten?	halten	406	   10,374	0.0221	115.4286	german_de_news_2013_00944304
2038	Was halten Sie von ihm?	halten	406	   10,374	0.0221	138.4	german_de_news_2014_00894310
2039	Was halten Sie denn davon?	halten	406	   10,374	0.0221	164.4	german_de_news_2013_00921123
2040	Außerdem halten wir gut zusammen.	halten	406	   10,374	0.0221	247.4	german_de_news_2014_00091859
2041	Ist in der Politik auch so!	politik	407	   10,373	0.0221	80.5	german_de_news_2014_00608901
2042	Es geht also, wenn die Politik nur will.	politik	407	   10,373	0.0221	112.625	german_de_news_2015_00456222
2043	So weit ist die Politik noch nicht.	politik	407	   10,373	0.0221	130.8571	german_de_news_2013_00833018
2044	Die Frage ist, was die Politik macht.	politik	407	   10,373	0.0221	157	german_de_news_2013_00329416
2045	Zum Beispiel die große Politik.	politik	407	   10,373	0.0221	214	german_de_news_2013_00987533
2046	Und das hat auch einen Grund.	grund	408	   10,346	0.0221	83.6667	german_de_news_2015_00831428
