ORDER	SENTENCE	WORD	RANK	COUNT	COUNT_REL	INDEX	ID
19001	Die Technologien um dies zu erreichen sollen auch in der Schweiz entwickelt werden.	technologien	2608	    1,163	0.0025	377.3077	german_de_news_2013_00392433
19002	Das ist aber bislang nicht geschehen, und die Konjunktur spricht für Russland: Der Iran braucht Geld, Waren und Technologien.	technologien	2608	    1,163	0.0025	588.6667	german_de_news_2014_00182152
19003	Heute sind wir gezwungen, komplett anders zu arbeiten, mit völlig neuen Technologien.	technologien	2608	    1,163	0.0025	654.6667	german_de_news_2015_00531336
19004	Ein Großteil greift dabei stärker auf das Internet und mobile Technologien zurück (73 %).	technologien	2608	    1,163	0.0025	813.5	german_de_news_2015_00421204
19005	In zahlreichen Bereichen wurden diese oder ähnliche Technologien bereits in Systeme integriert.	technologien	2608	    1,163	0.0025	1192.6364	german_de_news_2014_00605529
19006	Selbst das Ministerium geht davon aus, dass es mindestens beim aktuellen Stand von über fünf Milliarden Euro bleibt.	ministerium	2609	    1,162	0.0025	308.1667	german_de_news_2014_00771588
19007	Wir werden morgen viele Entwicklungen haben“ sagte er vor seinem Ministerium zu FOCUS Online.	ministerium	2609	    1,162	0.0025	552.3571	german_de_news_2015_00932464
19008	Diese hat das Ministerium für Herbst 2014 angekündigt.	ministerium	2609	    1,162	0.0025	666.5714	german_de_news_2014_00355100
19009	Das Ministerium selbst äußerte sich zunächst nicht.	ministerium	2609	    1,162	0.0025	786.7143	german_de_news_2013_00194116
19010	Überhaupt ist völlig unklar, welches Ministerium zuständig ist.	ministerium	2609	    1,162	0.0025	1177.5714	german_de_news_2015_00822404
19011	Die Frage ist, ob sich das arme Länder leisten können.»	arme	2610	    1,161	0.0025	493	german_de_news_2015_00313092
19012	Eine arme Familie kann ihre Kinder nicht auf die Uni oder in die Schule schicken.	arme	2610	    1,161	0.0025	615.9286	german_de_news_2013_00434082
19013	«Arme Leute», sagt der Bürgermeister.	arme	2610	    1,161	0.0025	815.6	german_de_news_2015_00065187
19014	Du Arme, das tut mir aber leid zu hören! : (..	arme	2610	    1,161	0.0025	914.8889	german_de_news_2013_00423709
19015	Der arme tut mir richtig leid :-).	arme	2610	    1,161	0.0025	1166.3333	german_de_news_2013_00242451
19016	Ein „weiter so“ wie unter Schwarz-Gelb werde es mit der SPD jedenfalls nicht geben.	gelb	2610	    1,161	0.0025	382.1333	german_de_news_2013_00457354
19017	Schwarz-Gelb wird auch keine Mehrheit mehr bekommen, denn die AfD wird immer stärker.	gelb	2610	    1,161	0.0025	611	german_de_news_2013_00789912
19018	Der neue Stürmer in Schwarz-Gelb - wer er ist, warum der BVB ihn holte.	gelb	2610	    1,161	0.0025	733.4615	german_de_news_2013_00271371
19019	Bisher haben weder Rot-Grün noch Schwarz-Gelb im Bundesrat eine Mehrheit.	gelb	2610	    1,161	0.0025	866	german_de_news_2013_00124569
19020	3. China Warum ist Gelb Chinas wichtigste Farbe?	gelb	2610	    1,161	0.0025	1445.1429	german_de_news_2015_00005352
19021	Was man eigentlich haben will ist das, was man für das Geld kauft - nicht das Geld selbst.	kauft	2610	    1,161	0.0025	296.3333	german_de_news_2013_00923070
19022	Aber ab jetzt möchte sie mehr darauf achten, was sie kauft.	kauft	2610	    1,161	0.0025	555.9	german_de_news_2014_00008536
19023	4. Und wer kauft die Produkte, wenn.	kauft	2610	    1,161	0.0025	628.5	german_de_news_2013_00006715
