ORDER	SENTENCE	WORD	RANK	COUNT	COUNT_REL	INDEX	ID
15001	Je nachdem, welche Unternehmen oder Marken zum Verkauf stehen, dürfte es zwei bis vier Jahre dauern, bis die Marke von 50% erreicht wird.	marken	2307	    1,495	0.0032	446	german_de_news_2013_00644125
15002	Diesen Wir-Marken gehört die Zukunft.	marken	2307	    1,495	0.0032	563.5	german_de_news_2015_00354691
15003	Und wann es kommt, dafür gibt es klare Marken.	marken	2307	    1,495	0.0032	659.625	german_de_news_2015_00842475
15004	Betroffen seien die drei Marken Audi, Porsche und Volkswagen.	marken	2307	    1,495	0.0032	983.7778	german_de_news_2015_00118604
15005	Langfristig schade dies den eigenen Marken.	marken	2307	    1,495	0.0032	1166.6667	german_de_news_2014_00637818
15006	«Nur ich konnte heute das alles nicht zu einem erfolgreichen Ende führen.	erfolgreichen	2308	    1,494	0.0032	309.8333	german_de_news_2015_00708057
15007	Nach 15 erfolgreichen Jahren ist es an der Zeit, Bilanz zu ziehen.	erfolgreichen	2308	    1,494	0.0032	465.0909	german_de_news_2013_00714930
15008	Ich war Chef einer großen, erfolgreichen Firma.	erfolgreichen	2308	    1,494	0.0032	536	german_de_news_2013_00581761
15009	"""""""Wir sind stolz auf den erfolgreichen Start von """"""""."""""""	erfolgreichen	2308	    1,494	0.0032	561.75	german_de_news_2014_00937136
15010	Ich bin von ihrem erfolgreichen Comeback überhaupt nicht überrascht.	erfolgreichen	2308	    1,494	0.0032	822.5556	german_de_news_2015_00542243
15011	Kim: Das frage ich mich auch oft.	kim	2309	    1,493	0.0032	452.1429	german_de_news_2013_00655609
15012	Seit fast 70 Jahren hält sich das Kim-Regime bereits an der Macht.	kim	2309	    1,493	0.0032	496	german_de_news_2014_00769810
15013	Auch die südkoreanische Regierung geht davon aus, dass Kim weiter das Sagen hat.	kim	2309	    1,493	0.0032	534.5385	german_de_news_2014_00072184
15014	Ein bisschen mehr hätten wir schon gerne von dem Mädchen gesehen, aber das Zentrum der Aufmerksamkeit will Kim wohl nicht einmal an ihre Tochter abgeben.	kim	2309	    1,493	0.0032	542.76	german_de_news_2014_00410527
15015	Kim wird noch lange in den Medien gefeiert werden!	kim	2309	    1,493	0.0032	566.7778	german_de_news_2013_00655711
15016	«Es geht ja nur um ein paar Zentimeter.»	zentimeter	2309	    1,493	0.0032	385.875	german_de_news_2013_00484548
15017	Sie wird bis zu 23 Zentimeter lang.	zentimeter	2309	    1,493	0.0032	491.6667	german_de_news_2014_00787931
15018	In Wien sind bis Montag früh fünf Zentimeter möglich.	zentimeter	2309	    1,493	0.0032	558.8889	german_de_news_2014_00605337
15019	Schließlich befindet sich der Nutzer nur wenigen Zentimeter von dem Gerät entfernt.	zentimeter	2309	    1,493	0.0032	614.75	german_de_news_2015_00747767
15020	Zehn Zentimeter wachsen sie pro Tag.	zentimeter	2309	    1,493	0.0032	866.1667	german_de_news_2014_00946669
15021	Möglich ist das allerdings nur noch bis zum 31. Dezember diesen Jahres, dann soll die Einrichtung geschlossen werden.	einrichtung	2310	    1,492	0.0032	327.0588	german_de_news_2013_00710748
15022	Eine Antwort der Einrichtung auf meine Fragen steht weiterhin aus.	einrichtung	2310	    1,492	0.0032	424.8	german_de_news_2013_00434013
15023	Sollte diese Einrichtung nicht schon längst geschlossen sein.	einrichtung	2310	    1,492	0.0032	605.625	german_de_news_2013_00827557
15024	Die Einrichtung sollte nicht länger als eine Minute dauern.	einrichtung	2310	    1,492	0.0032	661.4444	german_de_news_2015_00304566
15025	Doch die Einrichtung war bereits zweimal gescheitert.	einrichtung	2310	    1,492	0.0032	898	german_de_news_2013_00412125
15026	Sie wollen das Beste für ihr Kind und haben meist die finanziellen Mittel, nicht auf den Preis sehen zu müssen.“	finanziellen	2310	    1,492	0.0032	351.3	german_de_news_2013_00817550
15027	Gerade wegen der finanziellen Situation wird Sony einen guten Preis gegenüber der Konkurrenz haben müssen.	finanziellen	2310	    1,492	0.0032	536.9286	german_de_news_2013_00539266
15028	In Deutschland lagen die finanziellen Schäden im vergangenen Jahr leicht unter dem Wert von 2012.	finanziellen	2310	    1,492	0.0032	565.3571	german_de_news_2014_00589391
15029	Wir haben die finanziellen Mittel für solche Veranstaltungen.	finanziellen	2310	    1,492	0.0032	748.375	german_de_news_2013_00961608
15030	Sie stecken in finanziellen Problemen.	finanziellen	2310	    1,492	0.0032	1325.4	german_de_news_2015_00776600
15031	Vor zwei Jahren war die Euro-Krise auf ihrem Höhepunkt.	höhepunkt	2310	    1,492	0.0032	364.4	german_de_news_2014_00886030
