ORDER	SENTENCE	STATUS	WORD	RANK	COUNT	COUNT_REL	INDEX	ID
6001	AKP’nin sahip olduğu sayı yeterli değil.	Y	sayı	1134	    4,161	0.0102	344.5714	tur_news_2018_00022139
6002	Dolayısıyla buradaki sayı buna göre belli olacak.	Y	sayı	1134	    4,161	0.0102	561.8571	tur_news_2018_00356379
6003	İlk sayı CHP’nin, ikincisi Ak Parti’nin.	Y	sayı	1134	    4,161	0.0102	731.5714	tur_news_2014_00552016
6004	Bu sayı sabit; son on bir gündür!	Y	sayı	1134	    4,161	0.0102	845.2857	tur_news_2014_00293255
6005	Çin’de sağlık hizmetlerinin maliyeti hakkında bir sayı belirtmek olanağı yoktur.	Y	sayı	1134	    4,161	0.0102	1214	tur_news_2005_00548246
6006	Şimdi bu karar doğrultusunda Belediye’nin ne yapacağı ise merak konusu oldu.	Y	doğrultusunda	1135	    4,150	0.0102	421.3333	tur_news_2018_00812236
6007	Zaten belediye olarak mahkeme kararları doğrultusunda hareket ettik.	Y	doğrultusunda	1135	    4,150	0.0102	832.5	tur_news_2014_00994289
6008	Sonuç olarak Merkez Bankası ekonomik gelişmeler doğrultusunda gerekli kararları almıştır.	Y	doğrultusunda	1135	    4,150	0.0102	954.1	tur_news_2014_00845066
6009	Mustafa Polat’ın vermiş olduğu mesaj doğrultusunda hepimiz alacak olduğu dersler var.	Y	doğrultusunda	1135	    4,150	0.0102	1090.4545	tur_news_2018_00671813
6010	Şimdi de Öcalan’ın isteği doğrultusunda izleme heyeti kurulmuştur.	Y	doğrultusunda	1135	    4,150	0.0102	1479	tur_news_2018_00812973
6011	Serbest Bölge Müdürlüğü, İstanbul A.H.L.	Y	h	1136	    4,149	0.0102	483.2857	tur_news_2005_00716612
6012	•“Avrupa Ekonomik Topluluğu ve Türkiye’de Tarım” H.Ü.	Y	h	1136	    4,149	0.0102	593	tur_news_2005_00153032
6013	Tıp Fakültesi Çocuk Sağlığı ve Hastalıkları Ana Bilim Dalı H.Ü.	Y	h	1136	    4,149	0.0102	805.1818	tur_news_2005_00569826
6014	Eğitim Bilimleri Bilim Dalı, ANKARA (Y. Lisans) 2001- H.Ü.	Y	h	1136	    4,149	0.0102	950.2222	tur_news_2005_00558423
6015	H.Ç: Uçak sayısı 130’a doğru gidiyor galiba?	Y	h	1136	    4,149	0.0102	1359.625	tur_news_2018_00485293
6016	Türkiye’nin EURO 2016’da olması gerçekten çok önemli.	Y	euro	1137	    4,148	0.0102	241.125	tur_news_2018_00900070
6017	Bu operasyon G.Saray’a 350 bin Euro’ya mal olacak.	Y	euro	1137	    4,148	0.0102	675.2	tur_news_2014_00283776
6018	Öyle ki Euro kullanan bölgedeki gelir miktarı A.B.D.'	Y	euro	1137	    4,148	0.0102	793.5	tur_news_2005_00827567
6019	Euro ise geçen haftanın tersine bu hafta değer kaybetti.	Y	euro	1137	    4,148	0.0102	1040.6667	tur_news_2014_00432070
6020	İtalya’nın borcu 2 trilyon Euro’yu geçmiş durumda.	Y	euro	1137	    4,148	0.0102	1428.75	tur_news_2018_00557010
6021	Yok yok onun adı derin devlet değil..	Y	derin	1138	    4,144	0.0102	303	tur_news_2014_00984737
6022	Böyle olmak, derin bir düşünce sahibi olmak ister.	Y	derin	1138	    4,144	0.0102	565.7143	tur_news_2018_00186926
6023	Bu sözler, ayrı ve derin bir tartışma konusu.	Y	derin	1138	    4,144	0.0102	715.25	tur_news_2018_00266738
6024	Ülkemize yönelik daha derin bir operasyon var.	Y	derin	1138	    4,144	0.0102	846.4286	tur_news_2018_00911927
6025	Zafer Derin, “Bugüne kadar bulunan eser sayısı 1000’ ulaştı.	Y	derin	1138	    4,144	0.0102	1045.25	tur_news_2014_00992344
6026	Oysa o kadar çok başvuru var ki!..	Y	başvuru	1139	    4,140	0.0102	298.1429	tur_news_2005_00070619
6027	Türkiye genelinde bize çok sayıda başvuru geliyor.	Y	başvuru	1139	    4,140	0.0102	540.1429	tur_news_2018_00897285
6028	Büyükşehir Belediyesi’ne başvuru üstüne başvuru yapıyoruz.	Y	başvuru	1139	    4,140	0.0102	838.3333	tur_news_2014_00312936
6029	Başvuru ile ilgili bilgiye ulaşmak için tıklayınız.	Y	başvuru	1139	    4,140	0.0102	965	tur_news_2014_00153756
6030	Aday adayları başvuru sonrasında il binasında açıklama yaptı.	Y	başvuru	1139	    4,140	0.0102	1245.5	tur_news_2014_00042337
6031	Sarı İsmail, acaba bu kim, diye merak etti.	Y	sarı	1140	    4,139	0.0102	689.625	tur_news_2005_00705636
6032	Birden çok güzel sarı bir gül görmüş.	Y	sarı	1140	    4,139	0.0102	850.5714	tur_news_2005_00027127
6033	Oyunun içinde farklı farklı şeyler vücut buluyor sarı ay da bunlardan biri.	Y	sarı	1140	    4,139	0.0102	962.4545	tur_news_2014_00752462
6034	87. dakikada da Adem sarı’nın yerine oyuna girdi.	Y	sarı	1140	    4,139	0.0102	1159	tur_news_2014_00030371
6035	Dakika 41: Kocaelispor`dan Aykut sarı kart gördü.	Y	sarı	1140	    4,139	0.0102	1514.4286	tur_news_2014_00357033
6036	Bugün İstanbul’da önemli bir toplantı var.	Y	toplantı	1141	    4,134	0.0102	201.8571	tur_news_2014_00245659
6037	İlk toplantı önümüzdeki hafta Diyarbakır’da yapılacak.	Y	toplantı	1141	    4,134	0.0102	574.8571	tur_news_2014_00552274
6038	Toplantı ardından basına kapalı olarak devam etti.	Y	toplantı	1141	    4,134	0.0102	727.5714	tur_news_2018_00879583
6039	Yıllık Toplantı gelecek yıl İspanya’da yapılacaktır.	Y	toplantı	1141	    4,134	0.0102	954.2857	tur_news_2005_00670634
