ORDER	SENTENCE	STATUS	WORD	RANK	COUNT	COUNT_REL	INDEX	ID
11001	Or ce dernier ne fait pas partie des plans du gouvernement.	Y	plans	1957	    2,736	0.0044	262.8182	fra_news_2009_00102272
11002	En pleine préparation pour le Tour de France, la victoire samedi ne fait pas partie de ses plans.	Y	plans	1957	    2,736	0.0044	349.7647	fra_news_2010_00519446
11003	Les 20 chefs d'Etat et de gouvernement se sont également mis d'accord pour garder en place les plans de relance.	Y	plans	1957	    2,736	0.0044	435.5	fra_news_2009_00052815
11004	() Au Sénégal, la situation est mauvaise sur tous les plans.	Y	plans	1957	    2,736	0.0044	550.1	fra_news_2009_00153147
11005	Le G20 confirme la nécessité de maintenir les plans de relance.	Y	plans	1957	    2,736	0.0044	933.1	fra_news_2009_00009802
11006	« 25 en quatrième, c'est beaucoup trop quand il s'agit de faire des travaux pratiques.	Y	pratiques	1957	    2,736	0.0044	299.2667	fra_news_2009_00345532
11007	A l'intérieur de ce mouvement, on retrouve des acteurs très différents, dans leur histoire et dans leurs pratiques.	Y	pratiques	1957	    2,736	0.0044	382.1111	fra_news_2009_00315631
11008	Ces nouvelles pratiques ne peuvent pas être mises en place avec succès sans ressources.	Y	pratiques	1957	    2,736	0.0044	448.7857	fra_news_2008_00633918
11009	Il touche un ensemble de pratiques dans toute la chaîne de production.	Y	pratiques	1957	    2,736	0.0044	505.6364	fra_news_2008_00831909
11010	Voici sept bonnes pratiques permettant de mieux gérer ces changements.	Y	pratiques	1957	    2,736	0.0044	1066.8	fra_news_2009_00718921
11011	En tout cas, il a l'air en grande forme à un mois de Roland.	Y	roland	1957	    2,736	0.0044	258	fra_news_2010_00627738
11012	Il n'y a donc plus de Française à Roland Garros cette année avant même la deuxième semaine.	Y	roland	1957	    2,736	0.0044	328.1111	fra_news_2008_00833717
11013	C'est le plus beau match que j'ai fait, mais de Roland Garros, je ne suis pas sûr, quand même !	Y	roland	1957	    2,736	0.0044	342.7143	fra_news_2008_00347659
11014	Il n´avait pas perdu au troisième tour d´un tournoi sur terre battue depuis Roland-Garros en 2003. Et il n´a toujours pas remporté de titre à ce stade de la saison, une première depuis neuf ans!	Y	roland	1957	    2,736	0.0044	386.7273	fra_news_2009_00451335
11015	La dernière fois que j'ai le sentiment d'avoir aussi bien joué, c'était en 1994 à Roland-Garros.	Y	roland	1957	    2,736	0.0044	420.2632	fra_news_2008_00076496
11016	Aucune autre équipe n´a autant de joueurs d´origine africaine que la France.	Y	africaine	1958	    2,735	0.0044	287.6429	fra_news_2010_00679840
11017	Son équipe était la seule formation africaine à atteindre un quart de finale de la coupe du monde.	Y	africaine	1958	    2,735	0.0044	361.5625	fra_news_2010_00149054
11018	"""""""A preuve aucune équipe africaine n'a encore obtenu une seule victoire""""""""."""""""	Y	africaine	1958	    2,735	0.0044	462.3636	fra_news_2008_00454154
11019	L´Union africaine y sera présente également.	Y	africaine	1958	    2,735	0.0044	522.8571	fra_news_2010_00246351
11020	Résultat François Guy vient de recevoir par écrit un engagement de la part de la société sud africaine.	Y	africaine	1958	    2,735	0.0044	634.8	fra_news_2008_00153753
11021	Il faut bien faire son métier là où on se trouve pour prendre le pas sur les autres.	Y	métier	1959	    2,734	0.0044	197.2222	fra_news_2009_00295729
11022	"""""""Mais si la performance n'est pas la même, on revient à l'objectif principal, car mon métier, ce n'est pas d'être le plus logique possible mais de gagner des matches"""""""", assure-t-il."""""""	Y	métier	1959	    2,734	0.0044	350.5161	fra_news_2008_00635122
11023	"""""""""""""""J'ai commencé le métier très tard, à 24 ans."""""""	Y	métier	1959	    2,734	0.0044	414.7778	fra_news_2008_00257769
11024	C'est le métier que mes parents m'avaient appris.	Y	métier	1959	    2,734	0.0044	497.5	fra_news_2008_00658104
11025	La classe dans la pratique du métier.	Y	métier	1959	    2,734	0.0044	754.1667	fra_news_2008_00996255
11026	Selon lui, ce n'est pas la première fois que le chef de l'État fait un tel geste.	Y	geste	1960	    2,732	0.0044	191.4737	fra_news_2008_00520042
11027	M'enfin, le geste est quand même là.	Y	geste	1960	    2,732	0.0044	343.75	fra_news_2010_00593480
11028	Pour expliquer son geste, la jeune femme a mis en avant «le mal denfant».	Y	geste	1960	    2,732	0.0044	387.7333	fra_news_2010_00239352
11029	Ce geste est un honneur pour nous ».	Y	geste	1960	    2,732	0.0044	509.1429	fra_news_2010_00388057
11030	Chacun attend le prochain geste du Roi.	Y	geste	1960	    2,732	0.0044	820	fra_news_2008_00608422
11031	C'est le cas de la famille de Sébastien.	Y	sébastien	1960	    2,732	0.0044	315.875	fra_news_2010_00883544
11032	Par contre, elle ne croit pas que Sébastien va rester bien longtemps dans le jeu.	Y	sébastien	1960	    2,732	0.0044	363.8	fra_news_2008_00209911
11033	Sébastien en deuxième ligne a notre confiance.	Y	sébastien	1960	    2,732	0.0044	467.1429	fra_news_2008_00687416
11034	Sébastien signe donc, au Mexique, son premier succès de la saison.	Y	sébastien	1960	    2,732	0.0044	506.0909	fra_news_2008_00225329
11035	Patrick Sébastien se lance dans la politique!	Y	sébastien	1960	    2,732	0.0044	660.5714	fra_news_2009_00408474
11036	"""""""Il dit """"""""avec Nicolas Sarkozy, notre histoire c'est celle d'une alliance."""""""	Y	alliance	1961	    2,731	0.0044	278.8462	fra_news_2010_00835364
11037	Il s'agit d'une alliance politique.	Y	alliance	1961	    2,731	0.0044	369.5714	fra_news_2008_00207423
11038	Son site web a fait alliance avec Yahoo!	Y	alliance	1961	    2,731	0.0044	450.75	fra_news_2008_00971196
11039	Il ajoute que l'alliance Microsoft-Yahoo !	Y	alliance	1961	    2,731	0.0044	544	fra_news_2008_00638107
11040	Un score quasi impossible à atteindre sans alliance.	Y	alliance	1961	    2,731	0.0044	928.75	fra_news_2009_00721149
11041	"""""""Mais le comportement de l'équipe, lui, l'a en revanche toujours été""""""""."""""""	Y	comportement	1961	    2,731	0.0044	249.5	fra_news_2008_00844452
11042	Avez-vous pris des mesures pour faire face à ce comportement ?	Y	comportement	1961	    2,731	0.0044	352	fra_news_2009_00929678
11043	Pour moi, les deux ont un comportement plus que limite.	Y	comportement	1961	    2,731	0.0044	414.3	fra_news_2009_00790374
11044	Un terme revient à plusieurs reprises dans l'étude sur notre comportement.	Y	comportement	1961	    2,731	0.0044	478.6667	fra_news_2010_00240547
11045	Je nâarrive pas Ã  comprendre ce comportement.	Y	comportement	1961	    2,731	0.0044	715.25	fra_news_2009_00471116
11046	En près de trois ans, cette vague d'attentats a fait au moins 3200 morts dans tout le pays.	Y	vague	1961	    2,731	0.0044	299.3889	fra_news_2010_00509873
11047	Ce mouvement est considéré comme responsable de l'essentiel de la vague d'attentats qui a fait près de 3000 morts dans tout le pays en deux ans et demi.	Y	vague	1961	    2,731	0.0044	386.963	fra_news_2010_00907144
11048	Mais attention, pas de vague en période de crise.	Y	vague	1961	    2,731	0.0044	477.125	fra_news_2009_00755594
11049	Le constructeur reste vague quand au questions de sécurité.	Y	vague	1961	    2,731	0.0044	529.4444	fra_news_2009_00878292
11050	Cette vague de plans sociaux n'est certes pas une surprise.	Y	vague	1961	    2,731	0.0044	671.1818	fra_news_2009_00775019
11051	"""""""C'est à ce niveau-là que l'on doit agir"""""""", a-t-il déclaré."""""""	Y	agir	1962	    2,730	0.0044	195.4	fra_news_2010_00069920
11052	Avait-il besoin d´agir ainsi avec nous ?	Y	agir	1962	    2,730	0.0044	340	fra_news_2010_00000227
11053	En effet, j'ai encore une fois accepté d'agir à titre de directeur de scrutin.	Y	agir	1962	    2,730	0.0044	403.1333	fra_news_2009_00149181
11054	C´est pourquoi les autorités locales doivent agir en fonction de la réalité du terrain.	Y	agir	1962	    2,730	0.0044	482.6	fra_news_2010_00774642
11055	Les secteurs public et privé doivent agir de concert pour développer le tourisme.	Y	agir	1962	    2,730	0.0044	810.9231	fra_news_2008_00093702
11056	Il n'y a pas pour eux de recherche de résultat dans cette démarche.	Y	démarche	1962	    2,730	0.0044	265.7692	fra_news_2009_00813896
